location,year,management,fertilization,product,yield
jablje,2001,B,N1,straw,6.653
jablje,2002,B,N1,straw,5.88
jablje,2003,B,N1,straw,8.301
jablje,2004,B,N1,straw,5.349
jablje,2005,B,N1,straw,5.786
jablje,2006,B,N1,straw,7.476
jablje,2007,B,N1,straw,11.888
jablje,2008,B,N1,straw,5.404
jablje,2009,B,N1,straw,4.765
jablje,2010,B,N1,straw,3.726
jablje,2011,B,N1,straw,7.343
jablje,2012,B,N1,straw,6.898
jablje,2013,B,N1,straw,9.779
jablje,2014,B,N1,straw,8.532
jablje,2015,B,N1,straw,5.847
jablje,2016,B,N1,straw,6.271
jablje,2017,B,N1,straw,5.706
jablje,2018,B,N1,straw,9.398
jablje,2019,B,N1,straw,5.48
jablje,2020,B,N1,straw,12.219
jablje,2021,B,N1,straw,5.614
jablje,2022,B,N1,straw,9.051
jablje,2023,B,N1,straw,12.751
jablje,1993,B,N2,grain,8.841
jablje,1994,B,N2,grain,10.012
jablje,1995,B,N2,grain,11.092
jablje,1996,B,N2,grain,7.604
jablje,1997,B,N2,grain,10.764
jablje,1998,B,N2,grain,9.552
jablje,1999,B,N2,grain,8.065
jablje,2000,B,N2,grain,9.432
jablje,2001,B,N2,grain,6.117
jablje,2002,B,N2,grain,9.921
jablje,2003,B,N2,grain,6.856
jablje,2004,B,N2,grain,4.676
jablje,2005,B,N2,grain,9.097
jablje,2006,B,N2,grain,5.755
jablje,2007,B,N2,grain,10.651
jablje,2008,B,N2,grain,9.523
jablje,2009,B,N2,grain,3.345
jablje,2010,B,N2,grain,7.276
jablje,2011,B,N2,grain,9.023
jablje,2012,B,N2,grain,7.652
jablje,2013,B,N2,grain,6.556
jablje,2014,B,N2,grain,11.629
jablje,2015,B,N2,grain,9.101
jablje,2016,B,N2,grain,9.293
jablje,2017,B,N2,grain,9.077
jablje,2018,B,N2,grain,9.896
jablje,2019,B,N2,grain,10.054
jablje,2020,B,N2,grain,13.361
jablje,2021,B,N2,grain,9.589
jablje,2022,B,N2,grain,4.918
jablje,2023,B,N2,grain,11.926
jablje,1993,B,N2,straw,12.243
jablje,1994,B,N2,straw,15.028
jablje,1995,B,N2,straw,12.359
jablje,1996,B,N2,straw,5.325
jablje,1997,B,N2,straw,8.239
jablje,1998,B,N2,straw,6.76
jablje,1999,B,N2,straw,7.987
jablje,2000,B,N2,straw,8.838
jablje,2001,B,N2,straw,7.235
jablje,2002,B,N2,straw,6.3
jablje,2003,B,N2,straw,8.498
jablje,2004,B,N2,straw,6.879
jablje,2005,B,N2,straw,6.648
jablje,2006,B,N2,straw,4.753
jablje,2007,B,N2,straw,12.018
jablje,2008,B,N2,straw,7.478
jablje,2009,B,N2,straw,5.003
jablje,2010,B,N2,straw,3.511
jablje,2011,B,N2,straw,8.739
jablje,2012,B,N2,straw,5.718
jablje,2013,B,N2,straw,10.593
jablje,2014,B,N2,straw,11.886
jablje,2015,B,N2,straw,5.959
jablje,2016,B,N2,straw,9.239
jablje,2017,B,N2,straw,7.071
jablje,2018,B,N2,straw,9.702
jablje,2019,B,N2,straw,6.95
jablje,2020,B,N2,straw,14.008
jablje,2021,B,N2,straw,7.76
jablje,2022,B,N2,straw,9.095
jablje,2023,B,N2,straw,12.724
jablje,1993,B,N3,grain,8.033
jablje,1994,B,N3,grain,10.015
jablje,1995,B,N3,grain,11.655
jablje,1996,B,N3,grain,8.093
jablje,1997,B,N3,grain,10.929
jablje,1998,B,N3,grain,9.658
jablje,1999,B,N3,grain,9.581
jablje,2000,B,N3,grain,10.05
jablje,2001,B,N3,grain,6.955
jablje,2002,B,N3,grain,12.942
jablje,2003,B,N3,grain,7.308
jablje,2004,B,N3,grain,6.012
jablje,2005,B,N3,grain,9.471
jablje,2006,B,N3,grain,6.947
jablje,2007,B,N3,grain,11.068
jablje,2008,B,N3,grain,9.621
jablje,2009,B,N3,grain,6.317
jablje,2010,B,N3,grain,7.424
jablje,2011,B,N3,grain,9.742
jablje,2012,B,N3,grain,10.674
jablje,2013,B,N3,grain,7.697
jablje,2014,B,N3,grain,11.173
jablje,2015,B,N3,grain,10.574
jablje,2016,B,N3,grain,10.582
jablje,2017,B,N3,grain,9.307
jablje,2018,B,N3,grain,9.553
jablje,2019,B,N3,grain,11.296
jablje,2020,B,N3,grain,16.339
jablje,2021,B,N3,grain,12.765
jablje,2022,B,N3,grain,5.054
jablje,2023,B,N3,grain,15.466
jablje,1993,B,N3,straw,12.016
jablje,1994,B,N3,straw,15.514
jablje,1995,B,N3,straw,12.873
jablje,1996,B,N3,straw,6.028
jablje,1997,B,N3,straw,8.769
jablje,1998,B,N3,straw,7.251
jablje,1999,B,N3,straw,9.508
jablje,2000,B,N3,straw,9.391
jablje,2001,B,N3,straw,7.024
jablje,2002,B,N3,straw,7.413
jablje,2003,B,N3,straw,8.93
jablje,2004,B,N3,straw,6.35
jablje,2005,B,N3,straw,9.357
jablje,2006,B,N3,straw,7.268
jablje,2007,B,N3,straw,12.458
jablje,2008,B,N3,straw,7.601
jablje,2009,B,N3,straw,6.483
jablje,2010,B,N3,straw,3.472
jablje,2011,B,N3,straw,12.032
jablje,2012,B,N3,straw,7.971
jablje,2013,B,N3,straw,9.767
jablje,2014,B,N3,straw,9.695
jablje,2015,B,N3,straw,7.24
jablje,2016,B,N3,straw,10.418
jablje,2017,B,N3,straw,7.655
jablje,2018,B,N3,straw,9.339
jablje,2019,B,N3,straw,8.83
jablje,2020,B,N3,straw,16.359
jablje,2021,B,N3,straw,11.403
jablje,2022,B,N3,straw,10.478
jablje,2023,B,N3,straw,15.494
jablje,1993,C,N0,grain,6.044
jablje,1994,C,N0,grain,6.29
jablje,1995,C,N0,grain,7.061
jablje,1996,C,N0,grain,5.026
jablje,1997,C,N0,grain,3.046
jablje,1998,C,N0,grain,3.324
jablje,1999,C,N0,grain,2.359
jablje,2000,C,N0,grain,4.166
jablje,2001,C,N0,grain,2.836
jablje,2002,C,N0,grain,5.165
jablje,2003,C,N0,grain,4.687
jablje,2004,C,N0,grain,1.558
jablje,2005,C,N0,grain,6.644
jablje,2006,C,N0,grain,4.143
jablje,2007,C,N0,grain,8.148
jablje,2008,C,N0,grain,5.926
jablje,2009,C,N0,grain,1.196
jablje,2010,C,N0,grain,2.738
jablje,2011,C,N0,grain,4.345
jablje,2012,C,N0,grain,3.566
jablje,2013,C,N0,grain,3.631
jablje,2014,C,N0,grain,6.415
jablje,2015,C,N0,grain,1.658
jablje,2016,C,N0,grain,1.583
jablje,2017,C,N0,grain,5.8
jablje,2018,C,N0,grain,4.398
jablje,2019,C,N0,grain,3.569
jablje,2020,C,N0,grain,5.015
jablje,2021,C,N0,grain,5.248
jablje,2022,C,N0,grain,4.554
jablje,2023,C,N0,grain,6.316
jablje,1993,C,N0,straw,10.178
jablje,1994,C,N0,straw,8.237
jablje,1995,C,N0,straw,7.889
jablje,1996,C,N0,straw,4.453
jablje,1997,C,N0,straw,3.431
jablje,1998,C,N0,straw,4.06
jablje,1999,C,N0,straw,3.666
jablje,2000,C,N0,straw,6.195
jablje,2001,C,N0,straw,2.967
jablje,2002,C,N0,straw,3.924
jablje,2003,C,N0,straw,5.599
jablje,2004,C,N0,straw,4.098
jablje,2005,C,N0,straw,6.099
jablje,2006,C,N0,straw,3.141
jablje,2007,C,N0,straw,8.578
jablje,2008,C,N0,straw,4.842
jablje,2009,C,N0,straw,1.853
jablje,2010,C,N0,straw,2.793
jablje,2011,C,N0,straw,5.494
jablje,2012,C,N0,straw,2.674
jablje,2013,C,N0,straw,8.265
jablje,2014,C,N0,straw,5.302
jablje,2015,C,N0,straw,3.196
jablje,2016,C,N0,straw,1.861
jablje,2017,C,N0,straw,5.752
jablje,2018,C,N0,straw,5.186
jablje,2019,C,N0,straw,3.606
jablje,2020,C,N0,straw,5.289
jablje,2021,C,N0,straw,3.075
jablje,2022,C,N0,straw,7.087
jablje,2023,C,N0,straw,9.263
jablje,1993,C,N1,grain,7.247
jablje,1994,C,N1,grain,8.1
jablje,1995,C,N1,grain,9.011
jablje,1996,C,N1,grain,7.138
jablje,1997,C,N1,grain,7.244
jablje,1998,C,N1,grain,7.714
jablje,1999,C,N1,grain,4.26
jablje,2000,C,N1,grain,7.477
jablje,2001,C,N1,grain,3.994
jablje,2002,C,N1,grain,6.852
jablje,2003,C,N1,grain,6.957
jablje,2004,C,N1,grain,3.909
jablje,2005,C,N1,grain,9.367
jablje,2006,C,N1,grain,6.673
jablje,2007,C,N1,grain,10.693
jablje,2008,C,N1,grain,7.373
jablje,2009,C,N1,grain,1.303
jablje,2010,C,N1,grain,6.334
jablje,2011,C,N1,grain,6.112
jablje,2012,C,N1,grain,5.387
jablje,2013,C,N1,grain,6.065
jablje,2014,C,N1,grain,9.669
jablje,2015,C,N1,grain,5.402
jablje,2016,C,N1,grain,5.33
jablje,2017,C,N1,grain,8.232
jablje,2018,C,N1,grain,6.667
jablje,2019,C,N1,grain,4.51
jablje,2020,C,N1,grain,7.827
jablje,2021,C,N1,grain,7.618
jablje,2022,C,N1,grain,4.518
jablje,2023,C,N1,grain,8.097
jablje,1993,C,N1,straw,10.59
jablje,1994,C,N1,straw,12.926
jablje,1995,C,N1,straw,11.447
jablje,1996,C,N1,straw,6.774
jablje,1997,C,N1,straw,6.254
jablje,1998,C,N1,straw,6.291
jablje,1999,C,N1,straw,5.256
jablje,2000,C,N1,straw,8.356
jablje,2001,C,N1,straw,5.976
jablje,2002,C,N1,straw,5.079
jablje,2003,C,N1,straw,9.113
jablje,2004,C,N1,straw,5.267
jablje,2005,C,N1,straw,9.316
jablje,2006,C,N1,straw,5.125
jablje,2007,C,N1,straw,9.532
jablje,2008,C,N1,straw,6.38
jablje,2009,C,N1,straw,2.46
jablje,2010,C,N1,straw,5.073
jablje,2011,C,N1,straw,7.111
jablje,2012,C,N1,straw,4.335
jablje,2013,C,N1,straw,11.255
jablje,2014,C,N1,straw,8.307
jablje,2015,C,N1,straw,6.539
jablje,2016,C,N1,straw,5.807
jablje,2017,C,N1,straw,5.75
jablje,2018,C,N1,straw,7.181
jablje,2019,C,N1,straw,3.606
jablje,2020,C,N1,straw,10.003
jablje,2021,C,N1,straw,6.266
jablje,2022,C,N1,straw,7.449
jablje,2023,C,N1,straw,11.456
jablje,1993,C,N2,grain,6.942
jablje,1994,C,N2,grain,9.799
jablje,1995,C,N2,grain,10.411
jablje,1996,C,N2,grain,8.673
jablje,1997,C,N2,grain,9.998
jablje,1998,C,N2,grain,9.417
jablje,1999,C,N2,grain,8.74
jablje,2000,C,N2,grain,9.722
jablje,2001,C,N2,grain,6.055
jablje,2002,C,N2,grain,9.645
jablje,2003,C,N2,grain,6.728
jablje,2004,C,N2,grain,5.519
jablje,2005,C,N2,grain,10.846
jablje,2006,C,N2,grain,8.987
jablje,2007,C,N2,grain,10.738
jablje,2008,C,N2,grain,9.059
jablje,2009,C,N2,grain,3.544
jablje,2010,C,N2,grain,8.333
jablje,2011,C,N2,grain,9.188
jablje,2012,C,N2,grain,9.229
jablje,2013,C,N2,grain,7.431
jablje,2014,C,N2,grain,9.426
jablje,2015,C,N2,grain,8.518
jablje,2016,C,N2,grain,8.688
jablje,2017,C,N2,grain,8.971
jablje,2018,C,N2,grain,8.095
jablje,2019,C,N2,grain,11.12
jablje,2020,C,N2,grain,11.966
jablje,2021,C,N2,grain,8.708
jablje,2022,C,N2,grain,5.478
jablje,2023,C,N2,grain,10.61
jablje,1993,C,N2,straw,8.823
jablje,1994,C,N2,straw,15.349
jablje,1995,C,N2,straw,11.756
jablje,1996,C,N2,straw,6.762
jablje,1997,C,N2,straw,7.545
jablje,1998,C,N2,straw,7.019
jablje,1999,C,N2,straw,9.12
jablje,2000,C,N2,straw,9.815
jablje,2001,C,N2,straw,7.956
jablje,2002,C,N2,straw,7.642
jablje,2003,C,N2,straw,7.96
jablje,2004,C,N2,straw,7.118
jablje,2005,C,N2,straw,11.597
jablje,2006,C,N2,straw,8.493
jablje,2007,C,N2,straw,11.282
jablje,2008,C,N2,straw,8.394
jablje,2009,C,N2,straw,4.213
jablje,2010,C,N2,straw,5.516
jablje,2011,C,N2,straw,8.447
jablje,2012,C,N2,straw,5.865
jablje,2013,C,N2,straw,10.957
jablje,2014,C,N2,straw,9.442
jablje,2015,C,N2,straw,5.657
jablje,2016,C,N2,straw,8.791
jablje,2017,C,N2,straw,6.241
jablje,2018,C,N2,straw,8.072
jablje,2019,C,N2,straw,7.873
jablje,2020,C,N2,straw,13.721
jablje,2021,C,N2,straw,8.449
jablje,2022,C,N2,straw,9.232
jablje,2023,C,N2,straw,12.102
jablje,1993,C,N3,grain,7.088
jablje,1994,C,N3,grain,10.868
jablje,1995,C,N3,grain,10.893
jablje,1996,C,N3,grain,9.268
jablje,1997,C,N3,grain,10.842
jablje,1998,C,N3,grain,9.912
jablje,1999,C,N3,grain,10.192
jablje,2000,C,N3,grain,10.431
jablje,2001,C,N3,grain,7.699
jablje,2002,C,N3,grain,11.13
jablje,2003,C,N3,grain,7.419
jablje,2004,C,N3,grain,5.803
jablje,2005,C,N3,grain,10.858
jablje,2006,C,N3,grain,8.918
jablje,2007,C,N3,grain,9.87
jablje,2008,C,N3,grain,9.774
jablje,2009,C,N3,grain,4.64
jablje,2010,C,N3,grain,8.416
jablje,2011,C,N3,grain,9.233
jablje,2012,C,N3,grain,10.749
jablje,2013,C,N3,grain,8.107
jablje,2014,C,N3,grain,11.439
jablje,2015,C,N3,grain,9.73
jablje,2016,C,N3,grain,9.272
jablje,2017,C,N3,grain,9.69
jablje,2018,C,N3,grain,8.585
jablje,2019,C,N3,grain,12.909
jablje,2020,C,N3,grain,14.089
jablje,2021,C,N3,grain,8.387
jablje,2022,C,N3,grain,5.552
jablje,2023,C,N3,grain,12.394
jablje,1993,C,N3,straw,9.419
jablje,1994,C,N3,straw,15.811
jablje,1995,C,N3,straw,12.06
jablje,1996,C,N3,straw,7.672
jablje,1997,C,N3,straw,9.618
jablje,1998,C,N3,straw,6.681
jablje,1999,C,N3,straw,11.919
jablje,2000,C,N3,straw,10.363
jablje,2001,C,N3,straw,8.138
jablje,2002,C,N3,straw,9.486
jablje,2003,C,N3,straw,7.138
jablje,2004,C,N3,straw,7.425
jablje,2005,C,N3,straw,11.006
jablje,2006,C,N3,straw,8.211
jablje,2007,C,N3,straw,13.223
jablje,2008,C,N3,straw,9.661
jablje,2009,C,N3,straw,3.863
jablje,2010,C,N3,straw,5.262
jablje,2011,C,N3,straw,8.607
jablje,2012,C,N3,straw,6.368
jablje,2013,C,N3,straw,12.943
jablje,2014,C,N3,straw,11.316
jablje,2015,C,N3,straw,6.292
jablje,2016,C,N3,straw,9.4
jablje,2017,C,N3,straw,7.883
jablje,2018,C,N3,straw,8.582
jablje,2019,C,N3,straw,7.885
jablje,2020,C,N3,straw,11.832
jablje,2021,C,N3,straw,8.237
jablje,2022,C,N3,straw,8.984
jablje,2023,C,N3,straw,11.554
jablje,1993,A,N0,biomass,16.791
jablje,1993,A,N3,biomass,18.933999999999997
jablje,1993,B,N0,biomass,19.519
jablje,1993,B,N1,biomass,19.454
jablje,1993,B,N2,biomass,21.084
jablje,1993,B,N3,biomass,20.049
jablje,1993,C,N0,biomass,16.222
jablje,1993,C,N1,biomass,17.837
jablje,1993,C,N2,biomass,15.765
jablje,1993,C,N3,biomass,16.507
jablje,1994,A,N0,biomass,15.477
jablje,1994,A,N3,biomass,25.962
jablje,1994,B,N0,biomass,17.087
jablje,1994,B,N1,biomass,19.726
jablje,1994,B,N2,biomass,25.04
jablje,1994,B,N3,biomass,25.529
jablje,1994,C,N0,biomass,14.527000000000001
jablje,1994,C,N1,biomass,21.026
jablje,1994,C,N2,biomass,25.148
jablje,1994,C,N3,biomass,26.679000000000002
jablje,1995,A,N0,biomass,14.921
jablje,1995,A,N3,biomass,25.451
jablje,1995,B,N0,biomass,16.087
jablje,1995,B,N1,biomass,18.445
jablje,1995,B,N2,biomass,23.451
jablje,1995,B,N3,biomass,24.528
jablje,1995,C,N0,biomass,14.95
jablje,1995,C,N1,biomass,20.458
jablje,1995,C,N2,biomass,22.167
jablje,1995,C,N3,biomass,22.953000000000003
jablje,1996,A,N0,biomass,6.695
jablje,1996,A,N3,biomass,15.431999999999999
jablje,1996,B,N0,biomass,8.557
jablje,1996,B,N1,biomass,11.295
jablje,1996,B,N2,biomass,12.929
jablje,1996,B,N3,biomass,14.120999999999999
jablje,1996,C,N0,biomass,9.479
jablje,1996,C,N1,biomass,13.911999999999999
jablje,1996,C,N2,biomass,15.434999999999999
jablje,1996,C,N3,biomass,16.94
jablje,1997,A,N0,biomass,8.952
jablje,1997,A,N3,biomass,18.412
jablje,1997,B,N0,biomass,10.053
jablje,1997,B,N1,biomass,17.369
jablje,1997,B,N2,biomass,19.003
jablje,1997,B,N3,biomass,19.698
jablje,1997,C,N0,biomass,6.477
jablje,1997,C,N1,biomass,13.498
jablje,1997,C,N2,biomass,17.543
jablje,1997,C,N3,biomass,20.46
jablje,1998,A,N0,biomass,6.077
jablje,1998,A,N3,biomass,15.111
jablje,1998,B,N0,biomass,6.651999999999999
jablje,1998,B,N1,biomass,13.861
jablje,1998,B,N2,biomass,16.311999999999998
jablje,1998,B,N3,biomass,16.909
jablje,1998,C,N0,biomass,7.3839999999999995
jablje,1998,C,N1,biomass,14.005
jablje,1998,C,N2,biomass,16.436
jablje,1998,C,N3,biomass,16.593
jablje,1999,A,N0,biomass,6.067
jablje,1999,A,N3,biomass,20.103
jablje,1999,B,N0,biomass,6.829
jablje,1999,B,N1,biomass,11.242
jablje,1999,B,N2,biomass,16.052
jablje,1999,B,N3,biomass,19.089
jablje,1999,C,N0,biomass,6.025
jablje,1999,C,N1,biomass,9.516
jablje,1999,C,N2,biomass,17.86
jablje,1999,C,N3,biomass,22.111
jablje,2000,A,N0,biomass,7.997
jablje,2000,A,N3,biomass,19.038
jablje,2000,B,N0,biomass,10.558
jablje,2000,B,N1,biomass,15.389
jablje,2000,B,N2,biomass,18.27
jablje,2000,B,N3,biomass,19.441000000000003
jablje,2000,C,N0,biomass,10.361
jablje,2000,C,N1,biomass,15.833
jablje,2000,C,N2,biomass,19.537
jablje,2000,C,N3,biomass,20.793999999999997
jablje,2001,A,N0,biomass,4.921
jablje,2001,A,N3,biomass,13.83
jablje,2001,B,N0,biomass,5.768
jablje,2001,B,N1,biomass,10.721
jablje,2001,B,N2,biomass,13.352
jablje,2001,B,N3,biomass,13.979
jablje,2001,C,N0,biomass,5.803
jablje,2001,C,N1,biomass,9.97
jablje,2001,C,N2,biomass,14.011
jablje,2001,C,N3,biomass,15.837
jablje,2002,A,N0,biomass,8.482
jablje,2002,A,N3,biomass,19.79
jablje,2002,B,N0,biomass,10.962
jablje,2002,B,N1,biomass,14.693000000000001
jablje,2002,B,N2,biomass,16.221
jablje,2002,B,N3,biomass,20.355
jablje,2002,C,N0,biomass,9.089
jablje,2002,C,N1,biomass,11.931000000000001
jablje,2002,C,N2,biomass,17.287
jablje,2002,C,N3,biomass,20.616
jablje,2003,A,N0,biomass,10.486
jablje,2003,A,N3,biomass,15.375
jablje,2003,B,N0,biomass,11.198
jablje,2003,B,N1,biomass,14.896
jablje,2003,B,N2,biomass,15.354
jablje,2003,B,N3,biomass,16.238
