location,year,management,fertilization,product,yield
rakican,2014,A,N3,straw,4.153
rakican,2015,A,N3,straw,7.089
rakican,2016,A,N3,straw,6.448
rakican,2017,A,N3,straw,5.474
rakican,2018,A,N3,straw,11.313
rakican,2019,A,N3,straw,7.356
rakican,2022,A,N3,straw,9.6
rakican,1993,B,N0,grain,5.191
rakican,1994,B,N0,grain,6.126
rakican,1995,B,N0,grain,6.9
rakican,1996,B,N0,grain,3.742
rakican,1997,B,N0,grain,8.212
rakican,1999,B,N0,grain,4.631
rakican,2000,B,N0,grain,6.779
rakican,2001,B,N0,grain,4.632
rakican,2002,B,N0,grain,9.675
rakican,2003,B,N0,grain,2.928
rakican,2004,B,N0,grain,6.807
rakican,2005,B,N0,grain,7.685
rakican,2006,B,N0,grain,5.61
rakican,2007,B,N0,grain,5.125
rakican,2008,B,N0,grain,7.233
rakican,2009,B,N0,grain,8.148
rakican,2010,B,N0,grain,7.229
rakican,2011,B,N0,grain,8.19
rakican,2012,B,N0,grain,7.137
rakican,2013,B,N0,grain,3.048
rakican,2014,B,N0,grain,8.246
rakican,2015,B,N0,grain,7.962
rakican,2016,B,N0,grain,4.499
rakican,2017,B,N0,grain,5.156
rakican,2018,B,N0,grain,7.538
rakican,2019,B,N0,grain,8.308
rakican,2020,B,N0,grain,11.851
rakican,2021,B,N0,grain,4.231
rakican,2022,B,N0,grain,4.967
rakican,1993,B,N0,straw,5.775
rakican,1994,B,N0,straw,6.815
rakican,1995,B,N0,straw,6.15
rakican,1996,B,N0,straw,4.815
rakican,1997,B,N0,straw,7.592
rakican,1999,B,N0,straw,5.905
rakican,2000,B,N0,straw,4.252
rakican,2001,B,N0,straw,6.528
rakican,2002,B,N0,straw,10.103
rakican,2003,B,N0,straw,4.71
rakican,2004,B,N0,straw,7.495
rakican,2005,B,N0,straw,6.879
rakican,2006,B,N0,straw,6.231
rakican,2007,B,N0,straw,6.243
rakican,2008,B,N0,straw,6.13
rakican,2009,B,N0,straw,9.094
rakican,2010,B,N0,straw,7.276
rakican,2011,B,N0,straw,7.736
rakican,2012,B,N0,straw,6.862
rakican,2013,B,N0,straw,3.162
rakican,2014,B,N0,straw,4.491
rakican,2015,B,N0,straw,8.254
rakican,2016,B,N0,straw,4.579
rakican,2017,B,N0,straw,5.457
rakican,2018,B,N0,straw,9.146
rakican,2019,B,N0,straw,8.525
rakican,2022,B,N0,straw,7.907
rakican,1993,B,N1,grain,5.454
rakican,1994,B,N1,grain,4.896
rakican,1995,B,N1,grain,7.133
rakican,1996,B,N1,grain,6.484
rakican,1997,B,N1,grain,8.341
rakican,1999,B,N1,grain,7.738
rakican,2000,B,N1,grain,7.468
rakican,2001,B,N1,grain,4.617
rakican,2002,B,N1,grain,9.084
rakican,2003,B,N1,grain,2.627
rakican,2004,B,N1,grain,8.332
rakican,2005,B,N1,grain,7.418
rakican,2006,B,N1,grain,7.86
rakican,2007,B,N1,grain,4.854
rakican,2008,B,N1,grain,8.651
rakican,2009,B,N1,grain,9.712
rakican,2010,B,N1,grain,9.319
rakican,2011,B,N1,grain,9.166
rakican,2012,B,N1,grain,7.109
rakican,2013,B,N1,grain,4.641
rakican,2014,B,N1,grain,9.437
rakican,2015,B,N1,grain,8.724
rakican,2016,B,N1,grain,5.712
rakican,2017,B,N1,grain,10.106
rakican,2018,B,N1,grain,11.012
rakican,2019,B,N1,grain,10.357
rakican,2020,B,N1,grain,12.095
rakican,2021,B,N1,grain,4.381
rakican,2022,B,N1,grain,4.817
rakican,1993,B,N1,straw,5.921
rakican,1994,B,N1,straw,6.79
rakican,1995,B,N1,straw,5.726
rakican,1996,B,N1,straw,4.811
rakican,1997,B,N1,straw,7.359
rakican,1999,B,N1,straw,8.264
rakican,2000,B,N1,straw,4.379
rakican,2001,B,N1,straw,6.956
rakican,2002,B,N1,straw,11.269
rakican,2003,B,N1,straw,4.888
rakican,2004,B,N1,straw,8.619
rakican,2005,B,N1,straw,9.533
rakican,2006,B,N1,straw,8.883
rakican,2007,B,N1,straw,7.152
rakican,2008,B,N1,straw,7.107
rakican,2009,B,N1,straw,9.005
rakican,2010,B,N1,straw,8.301
rakican,2011,B,N1,straw,9.094
rakican,2012,B,N1,straw,6.607
rakican,2013,B,N1,straw,3.361
rakican,2014,B,N1,straw,6.394
rakican,2015,B,N1,straw,7.051
rakican,2016,B,N1,straw,5.591
rakican,2017,B,N1,straw,6.217
rakican,2018,B,N1,straw,11.899
rakican,2019,B,N1,straw,10.014
rakican,2022,B,N1,straw,9.32
rakican,1993,B,N2,grain,6.699
rakican,1994,B,N2,grain,6.402
rakican,1995,B,N2,grain,7.193
rakican,1996,B,N2,grain,7.604
rakican,1997,B,N2,grain,8.523
rakican,1999,B,N2,grain,7.946
rakican,2000,B,N2,grain,6.28
rakican,2001,B,N2,grain,5.15
rakican,2002,B,N2,grain,9.059
rakican,2003,B,N2,grain,2.85
rakican,2004,B,N2,grain,8.92
rakican,2005,B,N2,grain,9.278
rakican,2006,B,N2,grain,9.95
rakican,2007,B,N2,grain,4.796
rakican,2008,B,N2,grain,8.677
rakican,2009,B,N2,grain,9.109
rakican,2010,B,N2,grain,8.998
rakican,2011,B,N2,grain,8.812
rakican,2012,B,N2,grain,8.319
rakican,2013,B,N2,grain,4.257
rakican,2014,B,N2,grain,10.369
rakican,2015,B,N2,grain,9.371
rakican,2016,B,N2,grain,5.64
rakican,2017,B,N2,grain,8.485
rakican,2018,B,N2,grain,14.556
rakican,2019,B,N2,grain,10.222
rakican,2020,B,N2,grain,12.534
rakican,2021,B,N2,grain,5.475
rakican,2022,B,N2,grain,4.482
rakican,1993,B,N2,straw,7.079
rakican,1994,B,N2,straw,6.765
rakican,1995,B,N2,straw,5.658
rakican,1996,B,N2,straw,5.325
rakican,1997,B,N2,straw,6.977
rakican,1999,B,N2,straw,8.098
rakican,2000,B,N2,straw,4.479
rakican,2001,B,N2,straw,7.123
rakican,2002,B,N2,straw,13.115
rakican,2003,B,N2,straw,4.522
rakican,2004,B,N2,straw,8.261
rakican,2005,B,N2,straw,9.755
rakican,2006,B,N2,straw,10.928
rakican,2007,B,N2,straw,6.33
rakican,2008,B,N2,straw,9.311
rakican,2009,B,N2,straw,8.696
rakican,2010,B,N2,straw,10.666
rakican,2011,B,N2,straw,10.037
rakican,2012,B,N2,straw,9.192
rakican,2013,B,N2,straw,4.343
rakican,2014,B,N2,straw,4.935
rakican,2015,B,N2,straw,7.244
rakican,2016,B,N2,straw,5.533
rakican,2017,B,N2,straw,6.163
rakican,2018,B,N2,straw,15.251
rakican,2019,B,N2,straw,8.268
rakican,2022,B,N2,straw,10.008
rakican,1993,B,N3,grain,5.511
rakican,1994,B,N3,grain,6.211
rakican,1995,B,N3,grain,7.652
rakican,1996,B,N3,grain,8.093
rakican,1997,B,N3,grain,8.238
rakican,1999,B,N3,grain,8.038
rakican,2000,B,N3,grain,7.885
rakican,2001,B,N3,grain,5.143
rakican,2002,B,N3,grain,9.506
rakican,2003,B,N3,grain,3.533
rakican,2004,B,N3,grain,9.651
rakican,2005,B,N3,grain,9.755
rakican,2006,B,N3,grain,10.146
rakican,2007,B,N3,grain,5.139
rakican,2008,B,N3,grain,8.866
rakican,2009,B,N3,grain,9.753
rakican,2010,B,N3,grain,7.506
rakican,2011,B,N3,grain,9.773
rakican,2012,B,N3,grain,7.673
rakican,2013,B,N3,grain,4.813
rakican,2014,B,N3,grain,10.241
rakican,2015,B,N3,grain,9.237
rakican,2016,B,N3,grain,6.223
rakican,2017,B,N3,grain,10.002
rakican,2018,B,N3,grain,14.066
rakican,2019,B,N3,grain,10.915
rakican,2020,B,N3,grain,13.882
rakican,2021,B,N3,grain,5.52
rakican,2022,B,N3,grain,4.451
rakican,1993,B,N3,straw,6.006
rakican,1994,B,N3,straw,6.768
rakican,1995,B,N3,straw,6.547
rakican,1996,B,N3,straw,6.028
rakican,1997,B,N3,straw,7.094
rakican,1999,B,N3,straw,8.568
rakican,2000,B,N3,straw,4.441
rakican,2001,B,N3,straw,7.205
rakican,2002,B,N3,straw,11.759
rakican,2003,B,N3,straw,5.405
rakican,2004,B,N3,straw,8.771
rakican,2005,B,N3,straw,8.798
rakican,2006,B,N3,straw,12.725
rakican,2007,B,N3,straw,6.795
rakican,2008,B,N3,straw,8.832
rakican,2009,B,N3,straw,9.216
rakican,2010,B,N3,straw,9.957
rakican,2011,B,N3,straw,10.274
rakican,2012,B,N3,straw,8.154
rakican,2013,B,N3,straw,4.806
rakican,2014,B,N3,straw,6.764
rakican,2015,B,N3,straw,8.618
rakican,2016,B,N3,straw,6.189
rakican,2017,B,N3,straw,6.607
rakican,2018,B,N3,straw,13.751
rakican,2019,B,N3,straw,9.337
rakican,2022,B,N3,straw,9.439
rakican,1993,C,N0,grain,5.213
rakican,1994,C,N0,grain,5.676
rakican,1995,C,N0,grain,6.438
rakican,1996,C,N0,grain,5.026
rakican,1997,C,N0,grain,7.023
rakican,1999,C,N0,grain,5.904
rakican,2000,C,N0,grain,7.013
rakican,2001,C,N0,grain,5.426
rakican,2002,C,N0,grain,7.447
rakican,2003,C,N0,grain,3.211
rakican,2004,C,N0,grain,6.407
rakican,2005,C,N0,grain,5.191
rakican,2006,C,N0,grain,6.602
rakican,2007,C,N0,grain,5.823
rakican,2008,C,N0,grain,6.166
rakican,2009,C,N0,grain,7.277
rakican,2010,C,N0,grain,5.444
rakican,2011,C,N0,grain,5.604
rakican,2012,C,N0,grain,4.986
rakican,2013,C,N0,grain,1.75
rakican,2014,C,N0,grain,5.953
rakican,2015,C,N0,grain,4.787
rakican,2016,C,N0,grain,5.665
rakican,2017,C,N0,grain,4.595
rakican,2018,C,N0,grain,7.819
rakican,2019,C,N0,grain,7.092
rakican,2020,C,N0,grain,6.116
rakican,2021,C,N0,grain,4.534
rakican,2022,C,N0,grain,3.683
rakican,1993,C,N0,straw,5.372
rakican,1994,C,N0,straw,5.849
rakican,1995,C,N0,straw,6.018
rakican,1996,C,N0,straw,4.453
rakican,1997,C,N0,straw,5.519
rakican,1999,C,N0,straw,7.537
rakican,2000,C,N0,straw,4.265
rakican,2001,C,N0,straw,5.803
rakican,2002,C,N0,straw,9.905
rakican,2003,C,N0,straw,4.503
rakican,2004,C,N0,straw,6.578
rakican,2005,C,N0,straw,5.838
rakican,2006,C,N0,straw,5.941
rakican,2007,C,N0,straw,5.277
rakican,2008,C,N0,straw,7.954
rakican,2009,C,N0,straw,7.619
rakican,2010,C,N0,straw,4.751
rakican,2011,C,N0,straw,5.073
rakican,2012,C,N0,straw,6.544
rakican,2013,C,N0,straw,1.308
rakican,2014,C,N0,straw,2.041
rakican,2015,C,N0,straw,7.622
rakican,2016,C,N0,straw,5.707
rakican,2017,C,N0,straw,3.367
rakican,2018,C,N0,straw,9.221
rakican,2019,C,N0,straw,6.696
rakican,2022,C,N0,straw,7.003
rakican,1993,C,N1,grain,5.504
rakican,1994,C,N1,grain,6.422
rakican,1995,C,N1,grain,6.986
rakican,1996,C,N1,grain,7.138
rakican,1997,C,N1,grain,7.301
rakican,1999,C,N1,grain,7.413
rakican,2000,C,N1,grain,6.673
rakican,2001,C,N1,grain,5.464
rakican,2002,C,N1,grain,8.886
rakican,2003,C,N1,grain,3.117
rakican,2004,C,N1,grain,9.285
rakican,2005,C,N1,grain,7.047
rakican,2006,C,N1,grain,8.145
rakican,2007,C,N1,grain,6.267
rakican,2008,C,N1,grain,7.814
rakican,2009,C,N1,grain,8.137
rakican,2010,C,N1,grain,7.887
rakican,2011,C,N1,grain,7.531
rakican,2012,C,N1,grain,4.438
rakican,2013,C,N1,grain,3.99
rakican,2014,C,N1,grain,9.225
rakican,2015,C,N1,grain,8.03
rakican,2016,C,N1,grain,6.219
rakican,2017,C,N1,grain,8.896
rakican,2018,C,N1,grain,13.667
rakican,2019,C,N1,grain,8.635
rakican,2020,C,N1,grain,9.959
rakican,2021,C,N1,grain,6.127
rakican,2022,C,N1,grain,5.034
rakican,1993,C,N1,straw,5.563
rakican,1994,C,N1,straw,6.492
rakican,1995,C,N1,straw,6.694
rakican,1996,C,N1,straw,6.774
rakican,1997,C,N1,straw,5.959
rakican,1999,C,N1,straw,7.987
rakican,2000,C,N1,straw,4.949
rakican,2001,C,N1,straw,7.549
rakican,2002,C,N1,straw,11.016
rakican,2003,C,N1,straw,4.792
rakican,2004,C,N1,straw,8.774
rakican,2005,C,N1,straw,6.706
rakican,2006,C,N1,straw,8.664
rakican,2007,C,N1,straw,7.667
rakican,2008,C,N1,straw,8.13
rakican,2009,C,N1,straw,9.282
rakican,2010,C,N1,straw,8.018
rakican,2011,C,N1,straw,6.485
rakican,2012,C,N1,straw,8.785
rakican,2013,C,N1,straw,3.254
rakican,2014,C,N1,straw,3.926
rakican,2015,C,N1,straw,8.356
rakican,2016,C,N1,straw,6.285
rakican,2017,C,N1,straw,4.39
rakican,2018,C,N1,straw,14.721
rakican,2019,C,N1,straw,5.686
rakican,2022,C,N1,straw,8.964
rakican,1993,C,N2,grain,6.366
rakican,1994,C,N2,grain,5.712
rakican,1995,C,N2,grain,6.824
rakican,1996,C,N2,grain,8.673
rakican,1997,C,N2,grain,7.245
rakican,1999,C,N2,grain,6.456
rakican,2000,C,N2,grain,6.578
rakican,2001,C,N2,grain,4.926
rakican,2002,C,N2,grain,7.669
rakican,2003,C,N2,grain,2.601
rakican,2004,C,N2,grain,9.469
rakican,2005,C,N2,grain,7.761
rakican,2006,C,N2,grain,9.731
rakican,2007,C,N2,grain,5.786
rakican,2008,C,N2,grain,7.996
rakican,2009,C,N2,grain,9.484
rakican,2010,C,N2,grain,8.179
rakican,2011,C,N2,grain,9.255
rakican,2012,C,N2,grain,5.673
rakican,2013,C,N2,grain,4.234
rakican,2014,C,N2,grain,9.78
rakican,2015,C,N2,grain,8.369
rakican,2016,C,N2,grain,7.475
rakican,2017,C,N2,grain,9.225
rakican,2018,C,N2,grain,13.071
rakican,2019,C,N2,grain,8.758
rakican,2020,C,N2,grain,12.237
rakican,2021,C,N2,grain,6.409
rakican,2022,C,N2,grain,4.376
rakican,1993,C,N2,straw,5.035
rakican,1994,C,N2,straw,4.517
rakican,1995,C,N2,straw,5.609
rakican,1996,C,N2,straw,6.762
rakican,1997,C,N2,straw,5.857
rakican,1999,C,N2,straw,8.297
rakican,2000,C,N2,straw,4.923
rakican,2001,C,N2,straw,7.069
rakican,2002,C,N2,straw,9.941
rakican,2003,C,N2,straw,4.559
rakican,2004,C,N2,straw,8.879
rakican,2005,C,N2,straw,8.306
rakican,2006,C,N2,straw,11.609
rakican,2007,C,N2,straw,7.466
rakican,2008,C,N2,straw,8.295
rakican,2009,C,N2,straw,9.36
rakican,2010,C,N2,straw,6.307
rakican,2011,C,N2,straw,8.37
rakican,2012,C,N2,straw,9.8
rakican,2013,C,N2,straw,4.23
rakican,2014,C,N2,straw,4.275
rakican,2015,C,N2,straw,7.011
rakican,2016,C,N2,straw,7.04
rakican,2017,C,N2,straw,5.262
rakican,2018,C,N2,straw,13.035
rakican,2019,C,N2,straw,7.67
rakican,2022,C,N2,straw,9.961
rakican,1993,C,N3,grain,6.363
rakican,1994,C,N3,grain,5.816
rakican,1995,C,N3,grain,7.77
rakican,1996,C,N3,grain,9.268
rakican,1997,C,N3,grain,7.425
rakican,1999,C,N3,grain,6.96
rakican,2000,C,N3,grain,6.621
rakican,2001,C,N3,grain,5.608
rakican,2002,C,N3,grain,8.814
rakican,2003,C,N3,grain,2.263
rakican,2004,C,N3,grain,9.742
rakican,2005,C,N3,grain,8.36
rakican,2006,C,N3,grain,9.163
rakican,2007,C,N3,grain,6.552
rakican,2008,C,N3,grain,8.172
rakican,2009,C,N3,grain,9.844
rakican,2010,C,N3,grain,8.439
rakican,2011,C,N3,grain,8.797
rakican,2012,C,N3,grain,6.128
rakican,2013,C,N3,grain,4.815
rakican,2014,C,N3,grain,9.585
rakican,2015,C,N3,grain,8.325
rakican,2016,C,N3,grain,9.31
rakican,2017,C,N3,grain,10.687
rakican,2018,C,N3,grain,11.414
rakican,2019,C,N3,grain,9.81
rakican,2020,C,N3,grain,12.985
rakican,2021,C,N3,grain,6.185
rakican,2022,C,N3,grain,4.25
rakican,1993,C,N3,straw,5.783
rakican,1994,C,N3,straw,5.287
rakican,1995,C,N3,straw,6.365
rakican,1996,C,N3,straw,7.672
rakican,1997,C,N3,straw,5.664
rakican,1999,C,N3,straw,8.383
rakican,2000,C,N3,straw,4.042
rakican,2001,C,N3,straw,7.461
rakican,2002,C,N3,straw,12.395
rakican,2003,C,N3,straw,3.884
rakican,2004,C,N3,straw,8.511
rakican,2005,C,N3,straw,7.912
rakican,2006,C,N3,straw,11.238
rakican,2007,C,N3,straw,8.163
rakican,2008,C,N3,straw,9.916
rakican,2009,C,N3,straw,9.996
rakican,2010,C,N3,straw,8.356
rakican,2011,C,N3,straw,7.603
rakican,2012,C,N3,straw,10.94
rakican,2013,C,N3,straw,4.251
rakican,2014,C,N3,straw,4.229
rakican,2015,C,N3,straw,6.955
rakican,2016,C,N3,straw,8.905
rakican,2017,C,N3,straw,5.284
rakican,2018,C,N3,straw,11.409
rakican,2019,C,N3,straw,7.045
rakican,2022,C,N3,straw,8.578
rakican,1993,A,N0,biomass,10.145
rakican,1993,A,N3,biomass,10.974
rakican,1993,B,N0,biomass,10.966000000000001
rakican,1993,B,N1,biomass,11.375
rakican,1993,B,N2,biomass,13.777999999999999
rakican,1993,B,N3,biomass,11.517
rakican,1993,C,N0,biomass,10.585
rakican,1993,C,N1,biomass,11.067
rakican,1993,C,N2,biomass,11.401
rakican,1993,C,N3,biomass,12.146
rakican,1994,A,N0,biomass,12.870000000000001
rakican,1994,A,N3,biomass,11.621
rakican,1994,B,N0,biomass,12.941
rakican,1994,B,N1,biomass,11.686
rakican,1994,B,N2,biomass,13.167
rakican,1994,B,N3,biomass,12.979
rakican,1994,C,N0,biomass,11.525
rakican,1994,C,N1,biomass,12.914
rakican,1994,C,N2,biomass,10.229
rakican,1994,C,N3,biomass,11.103
rakican,1995,A,N0,biomass,13.129999999999999
rakican,1995,A,N3,biomass,15.375
rakican,1995,B,N0,biomass,13.05
rakican,1995,B,N1,biomass,12.859
rakican,1995,B,N2,biomass,12.850999999999999
rakican,1995,B,N3,biomass,14.199
rakican,1995,C,N0,biomass,12.456
rakican,1995,C,N1,biomass,13.68
rakican,1995,C,N2,biomass,12.433
rakican,1995,C,N3,biomass,14.135
rakican,1996,A,N0,biomass,6.695
rakican,1996,A,N3,biomass,15.431999999999999
rakican,1996,B,N0,biomass,8.557
rakican,1996,B,N1,biomass,11.295
rakican,1996,B,N2,biomass,12.929
rakican,1996,B,N3,biomass,14.120999999999999
rakican,1996,C,N0,biomass,9.479
rakican,1996,C,N1,biomass,13.911999999999999
rakican,1996,C,N2,biomass,15.434999999999999
rakican,1996,C,N3,biomass,16.94
rakican,1997,A,N0,biomass,12.394
rakican,1997,A,N3,biomass,12.449
rakican,1997,B,N0,biomass,15.803999999999998
rakican,1997,B,N1,biomass,15.7
rakican,1997,B,N2,biomass,15.5
rakican,1997,B,N3,biomass,15.332
rakican,1997,C,N0,biomass,12.542
rakican,1997,C,N1,biomass,13.26
rakican,1997,C,N2,biomass,13.102
rakican,1997,C,N3,biomass,13.088999999999999
rakican,1999,A,N0,biomass,9.982
rakican,1999,A,N3,biomass,15.617999999999999
rakican,1999,B,N0,biomass,10.536000000000001
rakican,1999,B,N1,biomass,16.002
rakican,1999,B,N2,biomass,16.044
rakican,1999,B,N3,biomass,16.606
rakican,1999,C,N0,biomass,13.440999999999999
rakican,1999,C,N1,biomass,15.4
rakican,1999,C,N2,biomass,14.753
rakican,1999,C,N3,biomass,15.343
rakican,2000,A,N0,biomass,9.190999999999999
rakican,2000,A,N3,biomass,11.543
rakican,2000,B,N0,biomass,11.030999999999999
rakican,2000,B,N1,biomass,11.847
rakican,2000,B,N2,biomass,10.759
rakican,2000,B,N3,biomass,12.326
rakican,2000,C,N0,biomass,11.277999999999999
rakican,2000,C,N1,biomass,11.622
rakican,2000,C,N2,biomass,11.501000000000001
rakican,2000,C,N3,biomass,10.663
rakican,2001,A,N0,biomass,9.328
rakican,2001,A,N3,biomass,13.118
rakican,2001,B,N0,biomass,11.16
rakican,2001,B,N1,biomass,11.573
rakican,2001,B,N2,biomass,12.273
rakican,2001,B,N3,biomass,12.347999999999999
rakican,2001,C,N0,biomass,11.229
rakican,2001,C,N1,biomass,13.013000000000002
rakican,2001,C,N2,biomass,11.995000000000001
rakican,2001,C,N3,biomass,13.068999999999999
rakican,2002,A,N0,biomass,20.442999999999998
rakican,2002,A,N3,biomass,18.014
rakican,2002,B,N0,biomass,19.778
rakican,2002,B,N1,biomass,20.353
rakican,2002,B,N2,biomass,22.174
rakican,2002,B,N3,biomass,21.265
rakican,2002,C,N0,biomass,17.352
rakican,2002,C,N1,biomass,19.902
rakican,2002,C,N2,biomass,17.61
rakican,2002,C,N3,biomass,21.209
rakican,2003,A,N0,biomass,8.311
rakican,2003,A,N3,biomass,6.221
rakican,2003,B,N0,biomass,7.638
rakican,2003,B,N1,biomass,7.515
rakican,2003,B,N2,biomass,7.372
rakican,2003,B,N3,biomass,8.938
rakican,2003,C,N0,biomass,7.714
rakican,2003,C,N1,biomass,7.909
rakican,2003,C,N2,biomass,7.16
rakican,2003,C,N3,biomass,6.147
rakican,2004,A,N0,biomass,10.789000000000001
rakican,2004,A,N3,biomass,16.615000000000002
rakican,2004,B,N0,biomass,14.302
rakican,2004,B,N1,biomass,16.951
rakican,2004,B,N2,biomass,17.180999999999997
rakican,2004,B,N3,biomass,18.422
rakican,2004,C,N0,biomass,12.985
rakican,2004,C,N1,biomass,18.058999999999997
rakican,2004,C,N2,biomass,18.348
rakican,2004,C,N3,biomass,18.253
rakican,2005,A,N0,biomass,13.003
rakican,2005,A,N3,biomass,15.304
rakican,2005,B,N0,biomass,14.564
rakican,2005,B,N1,biomass,16.951
rakican,2005,B,N2,biomass,19.033
rakican,2005,B,N3,biomass,18.553
rakican,2005,C,N0,biomass,11.029
rakican,2005,C,N1,biomass,13.753
rakican,2005,C,N2,biomass,16.067
rakican,2005,C,N3,biomass,16.272
rakican,2006,A,N0,biomass,8.332
rakican,2006,A,N3,biomass,21.705
rakican,2006,B,N0,biomass,11.841000000000001
rakican,2006,B,N1,biomass,16.743
rakican,2006,B,N2,biomass,20.878
rakican,2006,B,N3,biomass,22.871000000000002
rakican,2006,C,N0,biomass,12.543
rakican,2006,C,N1,biomass,16.808999999999997
rakican,2006,C,N2,biomass,21.34
rakican,2006,C,N3,biomass,20.401
rakican,2007,A,N0,biomass,9.211
rakican,2007,A,N3,biomass,13.637
rakican,2007,B,N0,biomass,11.368
rakican,2007,B,N1,biomass,12.006
rakican,2007,B,N2,biomass,11.126000000000001
rakican,2007,B,N3,biomass,11.934000000000001
rakican,2007,C,N0,biomass,11.100000000000001
rakican,2007,C,N1,biomass,13.934000000000001
rakican,2007,C,N2,biomass,13.251999999999999
rakican,2007,C,N3,biomass,14.715
rakican,2008,A,N0,biomass,11.104
rakican,2008,A,N3,biomass,17.27
rakican,2008,B,N0,biomass,13.363
rakican,2008,B,N1,biomass,15.758
rakican,2008,B,N2,biomass,17.988
rakican,2008,B,N3,biomass,17.698
rakican,2008,C,N0,biomass,14.120000000000001
rakican,2008,C,N1,biomass,15.944
rakican,2008,C,N2,biomass,16.291
rakican,2008,C,N3,biomass,18.088
rakican,2009,A,N0,biomass,13.201
rakican,2009,A,N3,biomass,20.808999999999997
rakican,2009,B,N0,biomass,17.241999999999997
rakican,2009,B,N1,biomass,18.717
rakican,2009,B,N2,biomass,17.805
rakican,2009,B,N3,biomass,18.969
rakican,2009,C,N0,biomass,14.896
rakican,2009,C,N1,biomass,17.419
